Gene	SRX339763	SRX339764	SRX339815	SRX339780	SRX339781	SRX339782	SRX2925336	SRX2925337	SRX2925320	SRX2925321	SRX2641029	SRX3054171	SRX3054175	SRX3054195	SRX339789	SRX339790	SRX339791	SRX3804718	SRX3804723	SRX2520724	SRX2520725	SRX2520726	SRX2792105	SRX3804727	SRX2792102	SRX2792103	SRX2792104	SRX3804721	SRX3804725	SRX339775	SRX339776	SRX339779	SRX339756	SRX339757	SRX339758	SRX339762	SRX339773	SRX2527292	SRX2527293	SRX2527288	SRX339816	SRX339817	SRX339818	SRX339819	SRX2664285	SRX3141064	SRX3141035	SRX3141068	SRX3141040	SRX3141075	SRX3141038	SRX3141039	SRX793136	SRX339783	SRX339784	SRX3883790	SRX3883791	SRX339807	SRX3558056	SRX3558057	ERX2154018	SRX2423172	SRX2423173	SRX339796	SRX339799	SRX2545792	SRX2545793	SRX2545794	SRX339792	SRX339795	SRX339798	SRX3804722	SRX3804724	SRX3558094	SRX339804	SRX339805	SRX339806	ERX2154030	ERX2154026	ERX2154021	ERX2154022	ERX2154023	SRX3558102	SRX2792109	SRX2792110	SRX1973318	SRX339777	SRX339778	SRX3054177	SRX3054181	SRX3558055	SRX3804716	SRX339759	SRX339801	SRX339802	SRX339803	ERX2154032	SRX3206840	SRX339823	ERX2154027	ERX2154028	SRX339809	SRX3054173	SRX339808	SRX339794	SRX339797	SRX339793	SRX339766	SRX339767	SRX3100534	ERX2154029	ERX2154015	ERX2154016	ERX2154017	SRX339810	SRX339811	SRX339768	SRX339769	SRX339770	SRX339765	SRX339774	SRX1973316	SRX1973317	SRX2527286	SRX2527287	SRX339820	SRX339821	SRX339785	SRX3883788	SRX339760	SRX339761	SRX2792107	SRX2792108	SRX3804720	SRX2527294	SRX3883792	SRX3883796	SRX3206841	SRX3206842	ERX2154025	SRX339786	SRX339787	SRX339788	SRX3100535	SRX339822	SRX2909951	SRX2909952	SRX2909953	SRX2909945	SRX2909946	SRX2909947	SRX2925340	SRX2925341	SRX2925324	SRX2925325	SRX2425991	SRX2425992	SRX2792111	SRX3045731	SRX2664283	SRX2664284	SRX793139	SRX793140	SRX793135	ERX2154019	ERX2154020	SRX3804715	SRX339771	SRX339772
Zm00001d005230	5.039340	5.129613	-2.960460	-2.907973	-3.062411	-1.238110	-0.095538	-0.095240	-0.095676	-0.095705	-0.094833	-0.095569	-0.096078	0.668641	-1.022739	-0.858903	-1.023214	5.892857	6.296149	-1.021458	-1.021627	-1.021528	-1.023263	-1.023318	-1.023192	-0.837119	-1.022736	-1.023199	-1.023028	0.562693	-0.136546	-0.238232	7.781389	7.889284	7.582996	7.293188	2.614761	-1.023212	-1.023201	-1.022571	-1.022452	-1.022413	-1.022515	-1.022314	-1.022965	-1.021013	-1.020938	-1.020949	-1.020292	-1.020877	-1.021152	-1.021342	-1.023223	-1.022376	-0.867964	-1.021965	-1.021929	-1.021082	-1.022022	-1.021875	6.109133	-1.023055	-1.023274	-1.022110	-1.022019	-0.569933	-1.021383	-1.021603	-1.022176	-1.022236	-1.022232	-1.023204	-0.014337	-1.021698	-0.882120	-1.022756	-1.023048	-0.594497	0.000000	-0.368848	-0.368848	-0.368614	0.292718	0.373742	0.439848	2.395728	2.418130	2.274047	-1.298602	-1.298730	-1.298186	0.234830	6.747319	-1.157313	-1.299337	-1.299001	-1.299536	-1.299617	-1.298718	-1.259017	-1.261998	0.001164	-0.001163	0.558393	-0.835820	-0.458306	-0.835183	1.258498	1.285955	-0.326636	-0.646898	-0.170398	-0.375024	-0.588588	-0.081637	-0.073398	-0.114656	0.362250	0.879624	0.161825	0.000000	1.130709	1.007337	-2.354284	-2.354188	-2.353663	-2.353598	-1.968826	-2.353387	5.692333	5.907569	-0.000144	0.000369	-0.000226	-0.080916	-0.080921	-0.080522	0.256243	-0.081035	0.067150	-0.058444	0.104703	-0.170849	0.295119	-0.170530	0.000246	0.000284	-0.000529	0.000149	-0.000636	0.000457	-0.000052	0.000012	-0.000027	0.000094	2.044455	3.826357	-2.876333	-2.994480	-0.000008	0.000008	0.000514	0.000195	-0.000708	1.700684	1.710981	-3.411664	-0.223597	0.223596
Zm00001d005359	-0.931598	-1.508073	0.579481	1.009189	0.522057	0.328946	0.059461	0.121300	-0.528018	-0.636120	0.614712	0.541552	0.793048	-0.965937	-0.041498	-0.370021	0.141220	-1.951922	-2.295343	-0.204428	-0.269540	-0.323162	2.252138	-0.359033	1.786381	1.696540	1.620513	-0.172436	-0.095676	-0.048860	-0.113750	-0.597677	-2.213331	-2.205849	-1.612494	-1.887851	0.629538	0.060511	0.141519	1.037143	-0.673610	-0.502940	-0.625729	-0.447966	3.486506	-0.414195	0.662817	0.520797	0.483798	0.727033	1.207512	1.124595	-0.608955	3.415677	3.742779	3.323483	3.256489	-2.465399	3.226396	3.241724	-1.052884	-1.419009	-0.952048	-1.414155	-1.618099	-1.487160	-1.495057	-2.465920	-1.539282	-1.507953	-1.351889	-2.153285	-2.227355	3.917561	-1.445046	-1.212578	-1.363283	3.503995	0.000000	-1.169947	-1.287861	-1.228342	3.172973	0.238042	0.275138	-0.452305	-1.386281	-0.973416	3.105495	3.380215	2.822489	-2.878004	-1.727000	-1.726214	-1.399693	-1.274296	3.039453	-2.555893	-0.533387	1.183037	1.375800	-3.072141	3.072141	-2.113585	0.476998	0.605653	-0.879843	0.174148	0.149659	-0.528695	2.115662	0.227161	0.214471	0.107703	-0.162958	0.871297	-0.129872	-0.426278	-0.271079	-0.430442	0.000000	-0.581131	-0.712345	0.322389	0.455296	-1.171041	-0.920136	3.274952	2.665663	-1.604130	-1.729516	0.833530	0.840641	-1.674172	0.284902	0.952021	0.814855	-1.858175	-2.138659	1.945056	0.181142	0.037091	0.322286	-0.323938	-0.216583	0.024112	-0.050698	0.026585	-1.733423	-1.634314	-1.573081	1.187553	1.325754	1.168854	1.258656	-0.670604	-1.163819	1.407646	0.426777	0.031741	-0.031741	1.425842	1.441545	-2.867388	0.452998	0.513839	-0.966837	-0.022085	0.022085
Zm00001d005812	-0.348785	-0.312418	0.061523	0.302548	0.089786	0.207344	0.056051	-0.198314	0.087249	-0.246683	-0.570499	0.374611	0.415580	0.082002	-0.219263	-0.009040	-0.237085	-0.402961	-0.419190	0.045498	0.027666	0.056774	0.404560	-0.000915	1.044704	0.872261	1.167347	0.225685	0.098140	-0.032017	-0.138410	-0.009450	-0.120249	-0.091136	-0.103851	-1.018539	0.515652	-0.477230	-0.548874	1.391558	-0.601264	-0.362194	-0.386386	-0.682741	0.872261	0.268386	0.934280	0.786315	1.179074	1.078508	1.783569	1.673093	-0.711681	1.243135	1.227488	1.040454	0.872261	-1.093798	1.482141	1.167347	-0.783101	-1.168463	-0.860690	-0.763997	-0.770201	-2.302859	-2.488836	-2.310001	-0.203218	-0.249224	-0.182007	-0.295539	-0.389100	0.677435	-0.806581	-0.813320	-0.831132	0.748956	0.000000	-0.610217	-0.623894	-0.639828	-0.086930	1.003967	0.956900	-0.336271	-0.158587	-0.181958	0.809659	1.091059	1.491616	-0.959061	-0.766101	-0.617502	-0.627519	-0.678803	0.826145	-0.203409	-0.364113	0.432453	0.242389	-1.006980	1.006981	-0.422816	-0.465331	-0.385130	-0.303639	0.447366	0.438998	-0.072191	0.762743	-0.509656	-0.202929	-0.346343	-0.371560	-0.400760	0.408140	0.491566	0.443856	0.487682	0.000000	-0.616121	-0.615027	1.147501	1.258347	-0.451423	-1.048586	0.709499	0.575783	-0.482908	-0.477061	0.011752	0.287078	-0.298831	-0.600302	0.652756	0.754070	-0.525123	-0.557892	0.276492	0.181679	-0.018213	0.259282	-0.155153	-0.267593	0.044640	0.008266	-0.052905	-0.592336	-0.707640	-0.613612	0.427355	0.126178	0.755325	0.604731	-0.542254	-0.613113	1.272614	-0.117246	-0.045449	0.045449	0.174133	0.188298	-0.362431	0.073130	0.099643	-0.172772	-0.136402	0.136401
Zm00001d006270	-0.640839	-0.642164	-0.039896	0.505783	0.432983	0.384131	0.010992	-0.045955	-0.075769	-0.026627	0.571898	-0.404363	-0.285653	0.255477	0.273101	0.210579	0.047942	-0.888413	-1.017754	-0.089696	-0.096137	-0.142639	0.233318	0.230766	-0.182292	-0.066757	-0.146551	-0.128202	0.005694	-0.019746	0.075258	0.273920	-0.928796	-1.130308	-0.910247	-0.838826	-0.350995	0.602997	0.650071	-0.274911	-0.024725	0.098228	0.048188	-0.218686	0.133804	-0.339045	-0.250072	-0.107068	0.148437	0.047478	0.491035	0.355197	0.109327	-0.121036	0.105940	0.141426	0.059739	-0.525356	0.031354	0.154428	0.789144	0.647051	0.750126	-0.247651	-0.242642	1.213705	1.355574	1.002115	-0.227441	-0.356471	-0.398317	-0.164798	-0.107275	0.216873	-0.023394	-0.066963	-0.041662	0.172043	0.000000	0.388714	0.304759	0.358752	-0.003729	-0.531912	-0.516583	-0.614479	0.018138	0.102415	0.389335	0.187193	0.077682	-0.479799	0.590768	-0.093881	-0.109172	-0.117183	0.257091	-0.451826	-0.362333	0.361077	0.244968	-0.281086	0.281086	-0.316785	0.411371	0.388979	-0.033321	-0.180823	-0.203987	-0.559469	0.494035	0.368094	0.696584	0.728804	0.652249	0.471788	-0.860295	-0.789098	-0.659471	-0.608653	0.000000	-0.511166	-0.511166	-0.134633	-0.115957	-0.004099	-0.206013	-0.018680	0.165607	0.635775	0.700334	-0.012078	0.054974	-0.042896	0.612230	-0.065726	0.052392	-0.482771	-0.276616	0.160494	0.184448	0.218231	0.443446	-0.635554	-0.210573	-0.020778	-0.044110	0.064889	-0.249182	-0.363602	-0.287574	0.208433	0.205742	0.239507	0.246679	0.182500	-0.109950	-0.413817	0.341268	0.018377	-0.018377	-0.060808	-0.045812	0.106621	0.429022	0.416798	-0.845820	-0.075975	0.075975
Zm00001d006929	-0.419526	-0.432150	0.170497	-0.160203	0.449394	0.391987	-0.340920	-0.442272	-0.584583	-0.601157	0.583902	0.452406	0.481725	0.450899	-0.557928	-0.456370	-0.645834	0.654776	0.654559	0.049122	-0.007364	0.002534	-0.337149	0.608865	-0.559351	-0.510458	-0.441201	0.171128	0.341044	-0.763874	-0.585956	-0.088153	0.386772	0.689321	0.379518	-0.015562	-0.323473	0.398765	0.415476	0.152070	0.410759	0.528486	0.486444	0.398950	-0.354196	-0.031849	0.357116	0.294182	0.603167	0.590380	0.227117	0.199898	-0.596962	0.043168	-0.173640	0.304906	0.328996	-2.288542	-0.599862	-0.522348	0.396320	0.496741	0.477451	-0.067011	-0.050022	0.005044	-0.265393	-0.628864	-0.462785	-0.526866	-0.609230	0.133546	0.053850	0.421260	0.173916	0.159024	0.227117	0.248450	0.000000	0.357468	0.446783	0.358957	0.158835	-0.514047	-0.807995	0.216860	0.062699	0.160931	-0.452635	0.037536	-0.492468	-1.352249	0.358512	0.204453	0.211829	0.142380	0.477409	0.552030	-0.031904	-0.015963	-0.079424	-0.722582	0.722583	-1.961041	0.471162	0.494531	0.464878	0.098418	-0.005944	0.191236	0.246756	0.625851	0.306570	0.425573	0.554731	0.248130	-0.750963	-0.386479	-0.658042	-0.365372	0.000000	-0.081165	-0.077003	0.079700	0.137952	0.370186	0.002198	-0.590981	0.167897	0.000780	-0.009561	-0.419857	-0.178896	0.598754	0.109855	0.043500	0.030319	0.071762	0.010426	-0.265863	-0.137580	-0.087617	-0.148487	0.043349	0.330337	-0.009282	0.055055	-0.045774	0.388803	0.290559	0.468237	-0.383231	-0.410004	-0.176107	-0.178256	0.517338	0.445516	-0.980013	0.017160	-0.083185	0.083184	0.210460	0.210114	-0.420574	0.767511	0.816377	-1.583888	-0.246328	0.246328
Zm00001d007233	-0.181502	-0.419017	0.020498	-0.035187	0.452152	0.163058	-0.447931	-0.601635	-0.252819	-0.142821	-1.213949	0.014644	0.118958	2.525556	0.547364	0.222886	0.312109	-0.197716	-0.137011	0.942742	0.835700	0.951222	-0.464297	0.951873	-0.680825	-0.668458	-0.365010	0.813430	0.737773	0.087960	0.042480	-0.525111	0.134801	0.030823	-0.096038	-0.513333	0.809391	-0.517613	-0.528892	0.496325	0.650216	1.056042	1.036019	1.065529	-1.471772	1.041607	-0.463586	-0.433515	-1.086822	-0.482399	-0.596239	-1.545691	-0.456731	-1.184164	-1.410523	-1.216740	-1.238329	0.839671	-0.981102	-1.216319	-1.282516	-0.807557	-0.358517	0.982205	0.927052	-0.475417	-0.415059	-0.411647	1.206418	1.266870	1.283855	0.726915	0.758181	-0.206426	0.870931	0.900088	0.851287	-0.944360	0.000000	0.146749	0.373209	0.130835	-0.743751	-0.022276	0.115232	0.135586	-0.175249	-0.464406	-0.585022	-1.280397	-1.260194	0.736432	-1.025481	1.035470	1.143580	1.048467	-0.871164	1.387434	1.051184	-0.355832	-0.520416	1.092333	-1.092333	0.298459	-0.218150	-0.233307	0.187610	0.317499	0.532859	0.199168	-1.084137	-0.653288	-0.592408	-0.689586	-0.937649	-0.057065	0.976031	0.560047	1.146441	0.247473	0.000000	-0.089990	-0.069760	0.627315	0.344518	1.400323	1.163082	-1.093488	-1.317914	-0.724366	-0.239718	-0.450594	-0.310570	0.761165	-1.078928	-0.127233	0.160553	0.949453	0.945088	-0.848936	-0.446796	-0.097484	-0.191431	0.500957	0.234756	0.060243	-0.013737	-0.046506	0.864050	0.752771	0.750468	-0.600942	-0.541482	-0.620919	-0.603947	-0.120099	0.007376	0.106269	0.006453	0.065449	-0.065449	-0.360988	-0.496036	0.857023	-0.678573	-0.515271	1.193845	0.111024	-0.111024
Zm00001d007366	0.455017	0.416175	0.731028	0.050005	-0.711969	-0.940256	0.568179	0.572538	0.400789	0.374245	-1.212793	1.015561	0.012443	-1.730964	-0.678250	-0.386498	-0.624428	-1.154580	-0.813049	-0.113200	-0.099247	-0.235902	1.965944	-0.301541	2.076977	1.988391	2.559324	-0.839118	-0.764540	0.274351	-0.074654	-0.577840	-0.344588	-0.332456	-0.456077	-0.784899	0.318075	-0.064434	-0.190562	1.401080	-0.691929	-0.408670	-0.473000	-0.237750	2.048285	-0.776494	-0.150467	-0.142612	0.572473	0.369180	1.317798	1.308338	-1.355663	2.715070	2.423579	2.282612	2.284995	-2.618810	2.278164	2.483656	-2.174642	-1.162889	-1.208959	-1.765115	-1.749393	-1.272295	-1.214967	-1.298418	-1.099909	-0.991677	-1.194454	-0.597711	-0.789230	3.018523	-1.391590	-1.381157	-1.429331	2.726212	0.000000	-1.171540	-1.183017	-1.243976	1.350423	1.087105	1.161004	-0.362814	-0.338522	-0.367755	2.221228	1.580644	2.380681	-1.573711	-1.872939	-1.553447	-1.699842	-1.522419	2.577343	-0.717516	-0.615214	0.919630	0.944651	-1.803885	1.803885	-1.191135	0.334040	0.283034	-1.057850	0.536080	0.740557	-1.527950	1.883227	-0.005709	0.008680	-0.165369	-0.442173	0.538075	0.177527	-0.035320	-0.161485	0.085776	0.000000	-1.047560	-0.295688	0.976179	0.994648	-0.657444	-1.000346	2.487223	1.811386	-1.806480	-1.461919	0.501521	1.126309	-1.627830	-0.540685	0.626417	0.692885	-1.114730	-1.328022	1.664133	0.486975	0.125696	0.468930	-1.301594	0.219994	-0.082052	0.001488	0.080563	-1.513284	-1.704419	-1.647729	1.203440	1.298468	1.136666	1.226860	-1.310033	-1.440003	2.797714	-0.047677	0.007564	-0.007564	1.235828	1.055066	-2.290895	-0.192827	-0.196494	0.389322	0.018158	-0.018158
Zm00001d007581	-0.265312	0.157484	-0.212024	0.604191	-0.079353	-0.204988	0.510617	0.353362	0.639128	0.523272	-0.737384	-0.478244	0.104869	-0.915622	-0.432792	-1.089222	-1.068189	-1.645975	-1.742436	-1.144273	-1.380684	-1.482582	1.370416	-1.512220	2.867527	2.936536	2.768817	-1.296700	-1.487183	-0.835751	-0.657182	-1.142916	-0.318049	-0.079481	-0.402051	-1.429405	-0.770207	-1.202243	-1.349052	1.368242	-0.658088	-0.990785	-1.114522	-1.638799	3.130420	-0.235158	0.478539	0.194920	0.882058	1.016389	1.524233	1.523543	-0.371030	2.582541	2.090046	2.394353	2.589784	0.406376	2.221838	2.386784	-1.953433	0.861333	0.550321	-0.609351	-0.611420	-0.418225	0.591569	0.596797	-1.432144	-0.925390	-0.970024	-1.747889	-1.692444	1.284683	-0.296525	-0.464021	-0.386923	0.366724	0.000000	-1.840489	-1.768670	-1.636347	1.934907	1.583333	1.727267	-0.920727	-1.288304	-1.023534	2.439590	2.551813	2.397129	0.847740	-1.425787	-0.430442	-0.206197	-0.139472	0.989799	-1.160051	-1.081146	-0.863998	-0.686407	-1.515104	1.515103	1.079174	1.186399	1.210017	-0.163487	-0.766757	-1.026110	-1.066956	-0.452278	-0.044980	0.344643	-0.063413	0.707903	0.432586	-0.314350	-0.004762	-0.232731	-0.824898	0.000000	-1.101983	-1.094529	1.440186	1.534859	-1.249014	-0.543366	1.820254	2.508196	-1.688554	-1.626045	1.141926	0.512221	-1.654146	0.196777	0.164318	0.173417	-0.905460	-0.944828	1.315778	-0.035721	0.402026	0.142789	-0.366781	-0.142311	-0.097093	0.075315	0.021778	-2.993582	-2.721308	-2.932723	2.271996	2.175492	2.129495	2.070630	-1.223378	-0.670291	1.764534	0.129135	0.060608	-0.060608	0.465336	0.674885	-1.140220	-0.762541	-0.743709	1.506250	0.100992	-0.100992
Zm00001d007645	0.351072	0.392600	-1.052735	0.522636	-0.190102	-0.023472	-0.478295	-0.331120	-0.357542	-0.350969	0.356435	0.295900	0.350192	0.515401	0.499071	0.250561	0.513395	0.476072	0.384283	0.669715	0.615945	0.619080	-0.085763	-0.271297	-0.593152	-0.729764	-0.285280	0.174714	0.059397	0.335763	0.026301	0.298848	0.445077	0.360363	0.395861	0.398361	0.293378	-0.299143	-0.416661	-0.492908	-0.328069	-0.627053	-0.560935	-0.494510	-0.400311	0.410528	0.085575	0.333484	0.046062	-0.006208	0.157313	-0.022560	-0.133946	0.190790	0.138344	-0.304988	-0.337553	1.308234	-0.106197	-0.011512	0.563537	-0.631949	-0.724245	-0.367277	-0.478663	0.221389	0.316820	0.266676	0.020421	-0.037583	0.005279	0.046400	-0.040309	0.032415	-0.847459	-0.863445	-0.869571	0.408846	0.000000	0.341689	0.348512	0.433528	-0.335168	-0.253283	-0.535280	-0.210674	0.070762	0.319886	-0.087168	-0.134348	-0.114974	1.321655	-0.073225	-0.779232	-0.752042	-0.918463	0.406282	-0.179085	0.024672	0.471687	0.634270	0.592110	-0.592110	1.186918	-0.517892	-0.443844	-0.707701	0.482497	0.345689	-0.759418	0.413749	0.690322	-0.094558	-0.077487	-0.878060	-0.285452	0.217480	-0.054999	0.481682	0.001069	0.000000	-0.129450	-0.014237	-0.161740	-0.369306	-0.246889	-0.553131	0.702437	-0.199438	0.565257	0.406495	-0.185993	0.197889	-0.011897	-0.198348	-0.198486	-0.078532	-0.142699	0.012794	0.605271	0.216228	0.354794	0.136674	-0.680452	-0.027242	-0.019262	0.052371	-0.033109	0.219777	0.625293	0.225048	-0.250755	-0.247992	-0.268559	-0.302812	0.066353	0.014763	-0.054260	-0.026855	0.074108	-0.074108	0.097350	0.108026	-0.205375	-0.221653	-0.251749	0.473403	0.164449	-0.164449
Zm00001d008298	-0.063062	0.052330	-0.222598	-0.404613	0.355744	0.282199	0.163457	0.108221	0.136088	0.051891	0.210682	0.160210	-0.064458	-0.766087	-0.493029	-0.182548	-0.154964	0.095002	0.058891	0.661493	0.589317	0.599706	-0.353540	-0.019538	-0.830642	-0.672687	-0.456149	0.105365	-0.026473	-0.449283	-0.574379	0.086340	0.087712	0.228123	0.026645	0.194414	-0.323134	-0.365302	-0.284382	-0.308650	-0.172981	0.247747	0.249093	0.666933	-0.345538	-0.063233	-0.360891	-0.715643	-1.046057	-0.721821	0.403028	0.340064	-0.594484	-0.161193	-0.120552	-0.608561	-0.067642	0.373938	0.141786	-0.104121	-0.420877	-0.982407	-1.014369	0.080727	0.022756	0.972392	1.033788	0.957150	0.924886	0.907489	0.970052	-0.004299	-0.040824	0.297880	0.564460	0.516743	0.535666	0.100638	0.000000	0.056838	0.108742	0.162275	0.412309	-0.410752	-0.329412	-0.126801	0.292001	0.115960	-0.244208	0.375146	-0.042518	-0.149250	-0.396238	0.219620	0.287099	0.354819	-0.035823	-0.337010	0.363849	-0.330982	-0.345669	0.279990	-0.279990	-0.004572	0.363481	0.215257	-0.143441	-0.113854	0.022838	0.009822	-0.349533	-0.067942	0.055296	-0.027565	-0.320685	0.048287	0.017317	-0.028353	0.113786	0.209858	0.000000	0.210417	0.038187	-0.219530	-0.297635	0.574067	0.314479	0.016855	-0.156313	-0.287874	-0.192655	-0.210194	-0.030491	0.240684	-0.031587	-0.248891	0.076811	-0.067522	0.251957	0.019232	-0.147488	-0.081038	-0.249185	0.368713	0.108997	-0.003163	0.038444	-0.035280	0.048257	0.073091	0.019010	-0.117054	-0.091045	0.005011	0.062729	0.356523	0.352049	-0.351100	-0.357471	-0.051047	0.051047	0.266361	0.275361	-0.541722	-0.027272	0.013636	0.013636	0.020759	-0.020759
Zm00001d008513	0.149649	0.329470	-0.587152	-0.139489	0.062422	0.185102	-0.057311	-0.179821	0.308319	0.678652	-0.390583	-0.342171	0.328506	-0.345594	-0.131282	-0.193771	-0.008895	-0.177984	-0.100373	0.389028	0.301554	0.351572	0.051333	-0.438252	-0.774744	-0.832051	-0.470196	-0.298073	-0.462589	-0.652939	-0.587293	0.128049	0.082518	0.069971	-0.010608	0.472541	0.095056	-0.006771	0.175949	-0.080359	0.240220	0.308331	0.405625	0.337375	-0.558847	1.031256	0.354736	0.393789	0.138063	-0.104122	0.102335	0.049471	0.388121	-0.366869	-0.591070	-0.512650	-0.532686	0.052000	-0.663278	-0.666141	0.508630	-0.269651	-0.159087	0.828275	0.870191	-0.285048	-0.051593	-0.108401	0.561624	0.453739	0.470071	0.206178	0.145450	-0.693266	0.437705	0.418398	0.482921	-0.513178	0.000000	0.357962	0.349601	0.383990	-0.556529	-0.472873	-0.062153	-0.399811	0.208206	0.081845	-0.380523	-0.705567	-0.617313	-0.543061	0.261178	0.469732	0.592077	0.423729	-0.443234	0.283137	0.111693	0.331872	0.326041	0.458502	-0.458502	-0.197117	0.140249	0.170533	0.601428	-0.308344	-0.320626	-0.073245	-0.012879	-0.042298	-0.124163	-0.132075	-0.417155	-0.423109	0.576592	0.097927	0.423322	0.040955	0.000000	-0.324452	-0.299310	0.138394	0.011884	0.358989	0.291913	-0.693515	-0.231785	0.354494	0.393387	0.073783	0.304514	-0.378297	0.103219	-0.549029	-0.481621	0.284925	0.449921	0.192584	-0.122851	-0.050767	-0.272305	0.115184	0.330739	0.026562	0.062078	-0.088641	0.226373	0.307352	0.216334	-0.246709	-0.166820	-0.241215	-0.095317	0.384344	0.430711	-0.662737	-0.152318	0.016842	-0.016841	-0.295455	-0.318162	0.613617	0.321010	0.403917	-0.724927	0.229203	-0.229203
Zm00001d008693	-0.440338	-0.392628	-1.060545	0.295386	0.818492	0.779631	0.230242	-0.449532	-0.434028	-0.365762	0.495948	0.684376	-0.638224	0.476978	-1.696361	-1.531981	-1.753158	-0.234539	-0.092188	-1.271347	-1.120324	-0.915255	-0.289032	0.005937	0.592864	0.649885	0.159822	-1.663602	-1.773023	-1.062022	-1.156410	-0.913942	0.614325	0.744483	0.659742	-0.104889	-0.211867	1.068902	1.065716	0.037599	0.525130	0.754301	0.609848	0.510382	-1.513631	-0.197116	-0.282212	0.693379	0.140354	1.143000	1.774782	1.461468	0.130587	-0.452243	-0.771686	-1.942679	-1.127489	-1.181699	-1.144001	-1.552977	-0.518322	2.140225	2.012027	0.881373	0.525781	2.735732	2.709090	3.034522	-0.487135	-0.435874	-0.495705	-0.257868	-0.102503	-1.877591	1.403132	1.441446	1.427167	-1.522301	0.000000	0.607453	0.307957	0.477056	-1.730202	0.171996	0.165740	-0.938733	-0.801987	-0.528224	-1.501514	0.421140	-1.585320	-0.948232	0.958144	1.918524	1.909641	1.963845	-1.066222	0.457975	0.011078	-0.496143	0.226021	-0.792444	0.792443	-2.492961	2.626214	2.599620	0.202544	-0.801271	-0.787045	-0.801119	-0.545983	-0.812380	-0.793627	-0.896667	-0.156373	0.433685	0.525060	0.740931	0.468471	0.490904	0.000000	-0.724578	-0.811175	0.443394	0.528413	0.904278	1.017985	-0.578117	-1.007019	0.205076	0.021743	0.200707	-0.275023	0.074317	0.966149	0.036028	-0.177698	-0.086551	-0.037406	-0.700523	-0.428604	-0.523612	-0.172535	0.006720	1.118032	0.026918	-0.119740	0.092823	-0.666646	-0.905702	-0.960762	0.515542	0.261457	1.017994	0.738116	-0.089303	-0.230491	-0.523994	0.843787	-0.227788	0.227788	-0.825035	-0.696554	1.521588	0.515991	0.788224	-1.304214	-0.133425	0.133425
Zm00001d009856	-0.447457	-0.560406	-0.147768	0.673524	0.175156	0.306954	0.032136	0.002187	-0.298395	-0.218846	0.144837	-0.294626	0.003559	0.629149	0.227843	0.459580	0.196354	-0.213993	-0.313402	0.559742	0.459271	0.467630	-0.451704	-0.150155	-0.386482	-0.475204	-0.242881	0.254833	0.298734	-0.037131	-0.209004	-0.466313	-0.366521	-0.476395	-0.309319	-0.402660	-0.192673	-0.264196	-0.223441	-0.644676	-0.164211	-0.263297	-0.202569	0.198464	0.198464	-0.336214	-0.205164	-0.212349	-0.029671	-0.183419	-0.013571	0.037293	0.966207	0.394800	0.402112	0.452588	0.444349	-0.638950	0.385038	0.649800	-0.015941	0.507698	0.608231	-0.789275	-0.830752	1.434166	1.488372	1.473315	-0.694548	-0.685989	-0.834091	0.059507	-0.060383	0.703803	-0.300121	-0.622434	-0.438844	0.019723	0.000000	-0.338725	-0.442459	-0.370319	0.981343	0.088696	0.081465	-0.120979	-0.094651	-0.336678	1.107992	0.774340	0.617276	-0.191853	0.524586	-0.244025	-0.179972	-0.234130	0.280383	-0.761860	-0.273896	-0.364818	-0.501711	-0.727071	0.727071	-0.584675	0.439276	0.360802	-0.578203	0.311859	0.370321	-0.080431	-0.238947	-0.139667	0.162447	0.111744	0.263341	0.308048	-0.337918	-0.185171	-0.281597	0.098771	0.000000	0.008528	-0.091812	-0.668149	-0.696809	-0.148626	-0.186528	0.248073	0.492621	0.542391	0.500312	-0.447487	0.100407	0.347080	0.550271	0.223476	-0.060022	-0.224191	-0.201996	-0.287541	0.215192	-0.000492	0.229025	-0.112616	-0.331109	0.008287	-0.044836	0.036548	0.002392	-0.199119	0.088966	0.094024	0.168959	-0.080490	-0.074734	-0.217048	-0.288666	0.029969	0.475745	0.056006	-0.056006	-0.020940	-0.026909	0.047850	0.057054	0.039357	-0.096410	-0.064957	0.064957
